"precinct","votes_2016","clinton","trump","tot_reg","asian","black","caucasian","hispanic","unknown","pct_latino","pct_clinton","pct_trump","wt"
"08031616",1094,699,319,1266,9,11,1217,27,2,0.021327014,0.638939670932358,0.291590493601462,0.00329647150992859
"08031617",852,530,283,1099,13,3,1057,25,1,0.022747953,0.622065727699531,0.332159624413146,0.00256727031669027
"08031618",818,502,265,994,10,NA,961,22,1,0.022132797,0.613691931540342,0.323960880195599,0.00246482056226836
"08031619",813,527,248,983,8,NA,955,18,2,0.018311292,0.648216482164822,0.305043050430504,0.00244975442191219
"08031620",1004,655,297,1366,10,5,1299,47,5,0.034407028,0.652390438247012,0.295816733067729,0.00302528098351764
"08031621",984,636,291,1217,23,4,1148,40,2,0.032867707,0.646341463414634,0.295731707317073,0.00296501642209299
"08031622",1008,720,236,1190,10,3,1170,5,2,0.004201681,0.714285714285714,0.234126984126984,0.00303733389580257
"08031623",1126,779,282,1334,12,1,1301,19,1,0.014242879,0.691829484902309,0.25044404973357,0.00339289480820803
"08031624",1170,814,273,1382,3,24,1313,37,5,0.026772793,0.695726495726496,0.233333333333333,0.00352547684334227
"08031625",733,563,124,901,12,80,757,44,8,0.048834628,0.768076398362892,0.169167803547067,0.00220869617621358
"08031626",710,544,133,935,7,41,836,45,6,0.048128342,0.766197183098592,0.187323943661972,0.00213939193057523
"08031627",1011,725,242,1209,11,5,1184,7,2,0.005789909,0.717111770524233,0.239366963402572,0.00304637358001627
"08031628",1154,854,228,1554,9,108,1330,97,10,0.062419562,0.740034662045061,0.197573656845754,0.00347726519420255
"08031629",756,546,161,855,10,15,806,17,7,0.019883041,0.722222222222222,0.212962962962963,0.00227800042185193
"08031630",744,543,166,860,25,17,787,20,11,0.023255814,0.729838709677419,0.223118279569892,0.00224184168499714
"08031631",1515,1110,271,2304,28,248,1833,176,19,0.076388889,0.732673267326733,0.178877887788779,0.00456504052791756
"08031632",978,678,232,1219,14,2,1175,28,NA,0.022969647,0.693251533742331,0.23721881390593,0.00294693705366559
"08031633",968,684,225,1137,9,1,1110,17,NA,0.014951627,0.706611570247934,0.232438016528926,0.00291680477295327
"08031634",745,443,268,873,16,NA,835,21,1,0.024054983,0.594630872483221,0.359731543624161,0.00224485491306837
"08031635",1098,609,409,1323,18,7,1265,28,5,0.021164021,0.554644808743169,0.372495446265938,0.00330852442221352
"08031636",1068,773,226,1268,8,NA,1234,26,NA,0.020504732,0.723782771535581,0.211610486891386,0.00321812758007654
"08031637",1023,626,317,1211,10,2,1187,9,3,0.007431874,0.611925708699902,0.309872922776149,0.00308253231687106
"08031638",580,362,170,678,11,1,654,10,2,0.014749263,0.624137931034483,0.293103448275862,0.00174767228131497
"08031639",960,677,217,1137,12,1,1086,38,NA,0.033421284,0.705208333333333,0.226041666666667,0.0028926989483834
"08031640",1235,805,368,1510,16,4,1463,19,8,0.012582781,0.651821862348178,0.297975708502024,0.0037213366679724
"08031641",1167,793,284,1512,27,62,1305,99,19,0.06547619,0.679520137103685,0.243359040274207,0.00351643715912857
"08031642",940,622,277,1146,9,76,1028,25,8,0.021815009,0.661702127659574,0.29468085106383,0.00283243438695875
"08031643",716,533,131,992,13,256,645,67,11,0.067540323,0.744413407821229,0.182960893854749,0.00215747129900262
"08031644",942,584,330,1117,6,61,1004,42,4,0.037600716,0.619957537154989,0.35031847133758,0.00283846084310121
"08031645",850,517,282,1028,6,48,936,37,1,0.035992218,0.608235294117647,0.331764705882353,0.0025612438605478
"08031646",1114,797,232,1898,38,510,983,283,84,0.14910432,0.715439856373429,0.208258527827648,0.00335673607135324
"08031647",953,660,216,1315,25,120,1075,73,22,0.055513308,0.692549842602308,0.226652675760756,0.00287160635188477
"08031648",1031,742,204,1363,8,161,1067,101,26,0.074101247,0.719689621726479,0.197866149369544,0.00310663814144093
"08031649",1289,923,260,2294,18,478,1544,212,42,0.092414996,0.716058960434445,0.201706749418154,0.00388405098381897
"08031650",894,627,225,1259,16,149,970,93,31,0.073868149,0.701342281879195,0.251677852348993,0.00269382589568204
"08031651",956,627,246,1693,20,213,1269,162,29,0.095688128,0.655857740585774,0.257322175732218,0.00288064603609847
"08031652",926,577,309,1096,7,51,998,37,3,0.033759124,0.623110151187905,0.333693304535637,0.00279024919396149
"08031701",895,777,75,1396,5,950,281,145,15,0.103868195,0.868156424581006,0.0837988826815642,0.00269683912375328
"08031702",1184,932,178,1359,24,87,1134,85,29,0.06254599,0.787162162162162,0.150337837837838,0.00356766203633953
"08031703",593,466,78,733,18,100,503,77,35,0.105047749,0.785834738617201,0.131534569983137,0.001786844246241
"08031704",650,564,51,922,7,498,293,111,13,0.120390456,0.867692307692308,0.0784615384615385,0.00195859824630126
"08031705",1027,789,177,1259,25,69,1083,65,17,0.051628276,0.7682570593963,0.172346640701071,0.00309458522915599
"08031706",958,808,93,1110,40,69,886,81,34,0.072972973,0.843423799582463,0.0970772442588727,0.00288667249224094
"08031707",783,615,126,918,38,44,750,71,15,0.077342048,0.78544061302682,0.160919540229885,0.00235935757977521
"08031708",1264,1014,168,1482,40,89,1216,96,41,0.064777328,0.802215189873418,0.132911392405063,0.00380872028203815
"08031709",662,576,41,899,6,428,373,82,10,0.091212458,0.870090634441088,0.0619335347432024,0.00199475698315606
"08031710",779,658,75,983,23,90,795,59,16,0.060020346,0.844672657252888,0.0962772785622593,0.00234730466749028
"08031711",378,327,34,495,4,93,365,25,8,0.050505051,0.865079365079365,0.0899470899470899,0.00113900021092596
"08031712",207,160,24,299,3,85,156,51,4,0.170568562,0.772946859903382,0.115942028985507,0.000623738210745171
"08031713",865,709,93,1113,29,101,908,60,15,0.053908356,0.819653179190751,0.107514450867052,0.0026064422816163
"08031714",744,642,66,1345,6,639,264,396,40,0.294423792,0.862903225806452,0.0887096774193548,0.00224184168499714
"08031715",730,617,89,1151,16,412,216,465,42,0.403996525,0.845205479452055,0.121917808219178,0.00219965649199988
"08031716",635,525,80,1067,1,270,235,516,45,0.483598875,0.826771653543307,0.125984251968504,0.00191339982523277
"08031717",704,600,76,1187,13,386,219,527,42,0.443976411,0.852272727272727,0.107954545454545,0.00212131256214783
"08031718",719,621,71,1242,5,499,212,499,27,0.401771337,0.863699582753825,0.0987482614742698,0.00216651098321632
"08031719",667,589,55,1065,3,524,170,315,53,0.295774648,0.883058470764618,0.0824587706146927,0.00200982312351222
"08031720",690,602,64,1288,18,647,160,420,43,0.326086957,0.872463768115942,0.0927536231884058,0.00207912736915057
"08031721",670,587,64,986,6,589,98,252,41,0.255578093,0.876119402985075,0.0955223880597015,0.00201886280772592
"08031722",778,679,75,1162,34,417,215,451,45,0.388123924,0.872750642673522,0.096401028277635,0.00234429143941905
"08031723",782,683,70,1106,21,347,151,550,37,0.497287523,0.873401534526854,0.0895140664961637,0.00235634435170398
"08031724",719,625,77,1086,26,502,220,299,39,0.275322284,0.869262865090403,0.107093184979138,0.00216651098321632
"08031725",706,589,79,1185,11,541,180,412,41,0.347679325,0.834277620396601,0.111898016997167,0.00212733901829029
"08031726",725,629,65,1131,23,532,205,336,35,0.297082228,0.867586206896552,0.0896551724137931,0.00218459035164372
"08031727",832,653,132,1212,47,299,361,479,26,0.395214521,0.784855769230769,0.158653846153846,0.00250700575526562
"08031728",811,608,159,1326,16,309,469,498,34,0.375565611,0.749691738594328,0.196054254007398,0.00244372796576973
"08031729",1195,859,250,1493,88,418,555,357,75,0.239115874,0.718828451882845,0.209205020920502,0.00360080754512309
"08031730",1197,837,279,1547,64,490,617,317,59,0.204912734,0.699248120300752,0.233082706766917,0.00360683400126556
"08031731",1159,832,256,1553,69,535,515,355,79,0.228589826,0.71786022433132,0.220880069025022,0.00349233133455871
"08031732",715,556,126,1031,50,448,235,248,50,0.240543162,0.777622377622378,0.176223776223776,0.00215445807093139
"08031733",988,699,219,1618,50,439,732,331,66,0.204573548,0.70748987854251,0.22165991902834,0.00297706933437792
"08031734",920,717,146,1494,27,588,337,454,88,0.303882195,0.779347826086957,0.158695652173913,0.00277216982553409
"08031735",760,583,142,1125,11,446,304,309,55,0.274666667,0.767105263157895,0.186842105263158,0.00229005333413686
"08031736",640,478,124,961,55,376,267,223,40,0.232049948,0.746875,0.19375,0.00192846596558894
"08031737",755,554,156,1125,36,440,318,289,42,0.256888889,0.733774834437086,0.206622516556291,0.0022749871937807
"08031738",792,624,132,1100,27,451,297,257,68,0.233636364,0.787878787878788,0.166666666666667,0.00238647663241631
"08031739",739,566,147,1066,33,439,263,273,58,0.256097561,0.765899864682003,0.198917456021651,0.00222677554464097
"08031740",755,606,125,1070,50,429,293,247,51,0.230841121,0.802649006622517,0.165562913907285,0.0022749871937807
"08031741",788,613,122,1185,36,418,311,363,57,0.306329114,0.777918781725888,0.154822335025381,0.00237442372013138
"08031742",575,398,122,882,6,362,355,147,12,0.166666667,0.692173913043478,0.212173913043478,0.00173260614095881
"08031743",862,686,118,950,33,47,790,59,21,0.062105263,0.795823665893271,0.136890951276102,0.0025974025974026
"08031744",2463,1847,440,2538,84,162,2035,202,55,0.079590229,0.749898497766951,0.178643930166464,0.00742158073944617
"08031801",690,594,32,1143,5,176,586,364,12,0.318460192,0.860869565217391,0.0463768115942029,0.00207912736915057
"08031802",742,661,33,1099,8,244,620,221,6,0.201091902,0.890835579514825,0.0444743935309973,0.00223581522885467
"08031803",621,516,52,1042,2,260,458,311,11,0.298464491,0.830917874396135,0.0837359098228663,0.00187121463223551
"08031804",677,591,38,999,3,280,547,166,3,0.166166166,0.872968980797637,0.0561299852289513,0.00203995540422455
"08031805",652,546,43,1050,4,335,507,192,12,0.182857143,0.837423312883436,0.0659509202453988,0.00196462470244373
"08031806",1373,1154,130,2033,17,1130,605,218,63,0.107230694,0.840495265841224,0.0946831755280408,0.00413716214180251
"08031807",934,843,42,1466,4,1039,273,124,26,0.084583902,0.902569593147752,0.0449678800856531,0.00281435501853135
"08031808",906,791,72,1552,4,1072,295,162,19,0.104381443,0.873068432671082,0.0794701986754967,0.00272998463253684
"08031809",677,489,130,1229,11,194,850,143,31,0.11635476,0.722304283604136,0.192023633677991,0.00203995540422455
"08031810",964,782,119,1450,12,298,930,176,34,0.12137931,0.811203319502075,0.12344398340249,0.00290475186066833
"08031811",885,753,62,1316,14,222,836,218,26,0.165653495,0.850847457627119,0.0700564971751412,0.00266670684304095
"08031812",883,731,84,1252,10,222,902,110,8,0.087859425,0.827859569648924,0.0951302378255946,0.00266068038689848
"08031813",833,742,37,1309,10,318,784,190,7,0.145148969,0.890756302521008,0.0444177671068427,0.00251001898333685
"08031814",724,643,39,1057,2,275,679,95,6,0.08987701,0.888121546961326,0.0538674033149171,0.00218157712357248
"08031815",726,643,37,981,6,191,684,88,12,0.089704383,0.885674931129477,0.0509641873278237,0.00218760357971495
"08031816",697,585,60,938,7,191,672,63,5,0.067164179,0.839311334289814,0.0860832137733142,0.0021002199656492
"08031817",764,640,78,1045,5,252,657,115,16,0.110047847,0.837696335078534,0.102094240837696,0.00230210624642179
"08031818",615,539,38,902,7,279,559,50,7,0.055432373,0.876422764227642,0.0617886178861789,0.00185313526380812
"08031819",646,565,42,928,3,383,437,87,18,0.09375,0.874613003095975,0.065015479876161,0.00194654533401633
"08031820",858,749,68,1132,2,462,623,39,6,0.034452297,0.872960372960373,0.0792540792540792,0.00258534968511767
"08031821",806,701,58,1038,2,504,478,44,10,0.04238921,0.869727047146402,0.0719602977667494,0.00242866182541357
"08031822",875,779,53,1194,1,642,479,58,14,0.048576214,0.890285714285714,0.0605714285714286,0.00263657456232862
"08031823",961,850,70,1101,5,233,827,26,10,0.023614896,0.884495317377732,0.072840790842872,0.00289571217645464
"08031824",888,769,73,1098,12,251,786,43,6,0.039162113,0.865990990990991,0.0822072072072072,0.00267574652725465
"08031825",854,728,68,1050,7,327,639,62,15,0.059047619,0.852459016393443,0.0796252927400468,0.00257329677283274
"08031826",879,712,113,1371,14,188,1069,95,5,0.069292487,0.810011376564278,0.128555176336746,0.00264862747461355
"08031827",1049,880,81,1383,16,160,1112,81,14,0.05856833,0.838894184938036,0.0772163965681602,0.00316087624672311
"08031828",1147,919,116,2055,14,204,1628,189,20,0.091970803,0.801220575414124,0.101133391455972,0.00345617259770392
"08031829",1170,968,114,1548,33,73,1325,95,22,0.061369509,0.827350427350427,0.0974358974358974,0.00352547684334227
"08031830",984,848,79,1290,24,81,1075,100,10,0.07751938,0.861788617886179,0.0802845528455285,0.00296501642209299
"08031831",887,770,80,995,14,20,948,4,9,0.004020101,0.868094701240135,0.0901916572717024,0.00267273329918342
"08031832",899,753,107,1032,15,49,933,25,10,0.024224806,0.837597330367075,0.119021134593993,0.00270889203603821
"08031833",990,807,119,1152,12,33,1065,24,18,0.020833333,0.815151515151515,0.12020202020202,0.00298309579052038
"08031834",926,754,112,1119,26,26,1017,42,8,0.037533512,0.814254859611231,0.120950323974082,0.00279024919396149
"08031835",973,804,112,1135,9,41,1052,32,1,0.028193833,0.826310380267215,0.115107913669065,0.00293187091330943
"08031836",1107,886,152,1835,26,182,1430,170,27,0.092643052,0.800361336946703,0.137308039747064,0.00333564347485461
"08031837",976,770,104,1460,16,244,988,182,30,0.124657534,0.788934426229508,0.10655737704918,0.00294091059752313
"08031838",876,670,122,1459,12,261,833,321,32,0.220013708,0.764840182648402,0.139269406392694,0.00263958779039986
"08031839",495,404,64,570,17,39,445,47,22,0.08245614,0.816161616161616,0.129292929292929,0.00149154789526019
"08031840",502,391,80,583,21,29,459,50,24,0.085763293,0.778884462151394,0.159362549800797,0.00151264049175882
"08031841",1079,891,87,1547,17,47,1378,96,9,0.062055591,0.825764596848934,0.0806302131603336,0.0032512730888601
"08031842",837,677,110,1143,10,21,1046,60,6,0.052493438,0.80884109916368,0.13142174432497,0.00252207189562178
"08031843",931,787,65,1271,19,42,1126,76,8,0.059795437,0.845327604726101,0.0698174006444683,0.00280531533431765
"08031844",1137,951,93,1612,17,55,1367,137,36,0.084987593,0.836411609498681,0.0817941952506596,0.00342604031699159
"08031845",997,845,80,1347,21,40,1165,99,22,0.073496659,0.847542627883651,0.0802407221664995,0.00300418838701901
"08031846",1007,799,111,1344,21,54,1169,76,24,0.056547619,0.793445878848064,0.110228401191658,0.00303432066773134
"08031847",521,415,77,663,17,27,574,43,2,0.064856712,0.796545105566219,0.147792706333973,0.00156989182511224
"08031848",1114,936,100,1490,20,17,1367,80,6,0.053691275,0.840215439856373,0.0897666068222621,0.00335673607135324
"08031849",1125,946,103,1476,13,23,1361,71,8,0.048102981,0.840888888888889,0.0915555555555556,0.0033898815801368
"08031850",976,786,141,1181,5,14,1119,35,8,0.029635902,0.805327868852459,0.144467213114754,0.00294091059752313
"08031851",1126,945,99,1474,18,43,1304,93,16,0.063093623,0.839253996447602,0.0879218472468917,0.00339289480820803
"08031852",850,725,85,1032,11,15,937,57,12,0.055232558,0.852941176470588,0.1,0.0025612438605478
"08031853",869,700,126,990,11,2,947,29,1,0.029292929,0.805523590333717,0.144994246260069,0.00261849519390123
"08031854",992,804,122,1219,29,19,1099,56,16,0.045939295,0.810483870967742,0.122983870967742,0.00298912224666285
"08031855",1616,1271,198,2330,42,141,1906,214,27,0.091845494,0.786509900990099,0.122524752475248,0.00486937656311206
"08031901",1143,803,226,1811,33,126,1477,149,26,0.082274986,0.702537182852144,0.197725284339458,0.00344411968541899
"08031902",1504,1054,269,2462,25,157,1988,258,34,0.104792851,0.700797872340426,0.178856382978723,0.004531895019134
"08031903",1116,800,238,1358,8,20,1248,78,4,0.057437408,0.716845878136201,0.21326164874552,0.00336276252749571
"08031904",1049,725,235,1297,14,33,1158,75,17,0.057825752,0.691134413727359,0.224022878932316,0.00316087624672311
"08031905",259,182,52,322,6,19,280,17,NA,0.052795031,0.702702702702703,0.200772200772201,0.000780426070449272
"08031906",986,704,228,1148,5,45,1028,56,14,0.048780488,0.713995943204868,0.231237322515213,0.00297104287823545
"08031907",1165,795,270,1678,8,129,1333,186,22,0.110846246,0.682403433476395,0.231759656652361,0.00351041070298611
"08031908",1070,704,278,1447,19,47,1268,105,8,0.072563925,0.657943925233645,0.25981308411215,0.003224154036219
"08031909",1106,794,248,1339,24,49,1160,87,19,0.064973861,0.717902350813743,0.224231464737794,0.00333263024678338
"08031910",1297,931,271,1712,18,114,1447,116,17,0.067757009,0.71781033153431,0.208943716268311,0.00390815680838883
"08031911",1421,965,339,2220,48,243,1611,274,44,0.123423423,0.679099225897255,0.238564391273751,0.00428179708922168
"08031912",1097,651,354,1556,31,150,1210,129,36,0.082904884,0.593436645396536,0.322698268003646,0.00330551119414228
"08031913",1171,752,306,1398,5,24,1244,111,14,0.079399142,0.642186165670367,0.26131511528608,0.00352849007141351
"08031914",939,582,288,1112,9,12,1025,58,8,0.052158273,0.619808306709265,0.306709265175719,0.00282942115888752
"08031915",932,584,255,1182,7,21,1076,72,6,0.060913706,0.626609442060086,0.273605150214592,0.00280832856238889
"08031916",1491,929,449,1887,28,60,1676,106,17,0.056173821,0.623071763916834,0.301140174379611,0.00449272305420797
"08031917",1245,788,359,1560,23,41,1416,65,15,0.041666667,0.632931726907631,0.288353413654618,0.00375146894868473
"08031918",1182,780,304,1365,33,39,1199,74,20,0.054212454,0.65989847715736,0.257191201353638,0.00356163558019706
"08031919",1205,751,386,1372,26,45,1207,75,19,0.054664723,0.623236514522822,0.320331950207469,0.00363093982583542
"08031920",1082,654,330,1361,13,57,1166,97,28,0.071271124,0.604436229205176,0.304990757855823,0.00326031277307379
"08031921",1316,865,333,2254,18,339,1746,131,20,0.0581189,0.657294832826748,0.253039513677812,0.00396540814174225
"08031922",1452,943,377,2139,46,125,1784,145,39,0.067788686,0.649449035812672,0.259641873278237,0.0043752071594299
"08031923",1174,739,336,1852,45,272,1230,255,50,0.137688985,0.629471890971039,0.286201022146508,0.0035375297556272
"08031924",883,637,149,1921,40,342,1147,302,90,0.157209787,0.721404303510759,0.168742921857305,0.00266068038689848
"08031925",640,371,221,743,5,7,708,20,3,0.0269179,0.5796875,0.3453125,0.00192846596558894
"08031926",649,386,214,798,10,14,723,44,7,0.055137845,0.594761171032357,0.329738058551618,0.00195558501823003
"08031927",862,516,285,1089,10,29,996,47,7,0.043158861,0.59860788863109,0.330626450116009,0.0025974025974026
"08031928",779,517,212,881,9,15,830,21,6,0.023836549,0.663671373555841,0.27214377406932,0.00234730466749028
"08031929",844,529,244,1118,7,101,918,79,13,0.070661896,0.626777251184834,0.289099526066351,0.00254316449212041
"08031930",818,511,232,1093,11,115,818,129,20,0.118023788,0.624694376528117,0.28361858190709,0.00246482056226836
"08031931",703,405,265,815,8,15,773,17,2,0.020858896,0.576102418207681,0.376955903271693,0.0021182993340766
"08031932",911,607,236,1247,31,78,1049,70,19,0.056134723,0.666300768386389,0.259055982436883,0.002745050772893
"08031933",675,403,222,798,17,30,688,54,9,0.067669173,0.597037037037037,0.328888888888889,0.00203392894808208
"08031934",715,464,194,1022,14,119,772,98,19,0.095890411,0.648951048951049,0.271328671328671,0.00215445807093139
"08031935",1719,992,524,2487,34,31,2306,100,16,0.040209087,0.577079697498546,0.304828388598022,0.00517973905444903
"08031936",899,551,251,1339,20,80,1101,118,20,0.088125467,0.612903225806452,0.279199110122358,0.00270889203603821
"08031937",950,552,335,1095,12,18,1042,22,1,0.020091324,0.581052631578947,0.352631578947368,0.00286256666767108
"08031938",940,515,357,1256,18,19,1171,43,5,0.034235669,0.547872340425532,0.379787234042553,0.00283243438695875
